block,party,rank,name,yomi,lastname,firstname,last_kana,first_kana,age,recommended,status,previous,dup_dist,win_smd,win_pr,loss_ratio
東京ブロック,自由民主党,1,松島 みどり,まつしま みどり,松島,みどり,まつしま,みどり,61,公明,前,5,東京14区,1,0,NA
東京ブロック,自由民主党,1,秋元 司,あきもと つかさ,秋元,司,あきもと,つかさ,46,公明,前,2,東京15区,1,0,NA
東京ブロック,自由民主党,1,大西 英男,おおにし ひでお,大西,英男,おおにし,ひでお,71,公明,前,2,東京16区,1,0,NA
東京ブロック,自由民主党,1,平沢 勝栄,ひらさわ かつえい,平沢,勝栄,ひらさわ,かつえい,72,NA,前,7,東京17区,1,0,NA
東京ブロック,自由民主党,1,松本 洋平,まつもと ようへい,松本,洋平,まつもと,ようへい,44,公明,前,3,東京19区,1,0,NA
東京ブロック,自由民主党,1,木原 誠二,きはら せいじ,木原,誠二,きはら,せいじ,47,公明,前,3,東京20区,1,0,NA
東京ブロック,自由民主党,1,小田原 潔,おだわら きよし,小田原,潔,おだわら,きよし,53,公明,前,2,東京21区,0,1,95.527
東京ブロック,自由民主党,1,伊藤 達也,いとう たつや,伊藤,達也,いとう,たつや,56,公明,前,7,東京22区,1,0,NA
東京ブロック,自由民主党,1,小倉 将信,おぐら まさのぶ,小倉,将信,おぐら,まさのぶ,36,公明,前,2,東京23区,1,0,NA
東京ブロック,自由民主党,1,萩生田 光一,はぎうだ こういち,萩生田,光一,はぎうだ,こういち,54,公明,前,4,東京24区,1,0,NA
東京ブロック,自由民主党,1,井上 信治,いのうえ しんじ,井上,信治,いのうえ,しんじ,48,公明,前,5,東京25区,1,0,NA
東京ブロック,自由民主党,24,安藤 高夫,あんどう たかお,安藤,高夫,あんどう,たかお,58,NA,新,0,比例単独,0,1,NA
東京ブロック,自由民主党,25,高木 啓,たかぎ けい,高木,啓,たかぎ,けい,52,NA,新,0,比例単独,0,1,NA
東京ブロック,自由民主党,26,与謝野 信,よさの まこと,与謝野,信,よさの,まこと,42,NA,新,0,比例単独,0,0,NA
東京ブロック,自由民主党,27,前川 恵,まえかわ めぐみ,前川,恵,まえかわ,めぐみ,42,NA,前,1,比例単独,0,0,NA
東京ブロック,自由民主党,28,西田 譲,にしだ ゆずる,西田,譲,にしだ,ゆずる,42,NA,元,1,比例単独,0,0,NA
東京ブロック,日本維新の会,1,木村 剛司,きむら たけつか,木村,剛司,きむら,たけつか,46,NA,元,1,比例単独,0,0,NA
東京ブロック,日本維新の会,2,小林 学,こばやし まなぶ,小林,学,こばやし,まなぶ,48,NA,新,0,比例単独,0,0,NA
東京ブロック,日本維新の会,3,中津川 博郷,なかつがわ ひろさと,中津川,博郷,なかつがわ,ひろさと,68,NA,元,3,比例単独,0,0,NA
東京ブロック,支持政党なし,1,佐野 秀光,さの ひでみつ,佐野,秀光,さの,ひでみつ,47,NA,新,0,比例単独,0,0,NA
東京ブロック,支持政党なし,2,本藤 昭子,ほんどう あきこ,本藤,昭子,ほんどう,あきこ,75,NA,新,0,比例単独,0,0,NA
東京ブロック,支持政党なし,3,中村 治,なかむら おさむ,中村,治,なかむら,おさむ,64,NA,新,0,比例単独,0,0,NA
東京ブロック,支持政党なし,4,大槻 文彦,おおつき ふみひこ,大槻,文彦,おおつき,ふみひこ,50,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,公明党,1,太田 昌孝,おおた まさたか,太田,昌孝,おおた,まさたか,56,NA,新,0,比例単独,0,1,NA
北陸信越ブロック,公明党,2,高橋 秀明,たかはし ひであき,高橋,秀明,たかはし,ひであき,52,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,日本維新の会,1,吉田 豊史,よしだ とよふみ,吉田,豊史,よしだ,とよふみ,47,希望,前,1,富山1区,0,0,51.043
北陸信越ブロック,日本維新の会,1,橋本 将之,はしもと まさゆき,橋本,将之,はしもと,まさゆき,37,NA,新,0,長野1区,0,0,17.3
北陸信越ブロック,日本維新の会,1,手塚 大輔,てづか だいすけ,手塚,大輔,てづか,だいすけ,34,NA,新,0,長野2区,0,0,43.492
北陸信越ブロック,幸福実現党,1,吉田 かをる,よしだ かをる,吉田,かをる,よしだ,かをる,62,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,幸福実現党,2,白川 康之,しらかわ やすゆき,白川,康之,しらかわ,やすゆき,60,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,幸福実現党,3,原 伸次,はら しんじ,原,伸次,はら,しんじ,56,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,社会民主党,1,山崎 彰,やまざき あきら,山崎,彰,やまざき,あきら,67,立憲,新,0,富山2区,0,0,34.381
北陸信越ブロック,社会民主党,1,中川 博司,なかがわ ひろじ,中川,博司,なかがわ,ひろじ,59,NA,新,0,長野2区,0,0,52.683
北陸信越ブロック,自由民主党,1,山本 拓,やまもと たく,山本,拓,やまもと,たく,65,NA,前,7,比例単独,0,1,NA
北陸信越ブロック,自由民主党,2,石崎 徹,いしざき とおる,石崎,徹,いしざき,とおる,33,公明,前,2,新潟1区,0,1,88.285
北陸信越ブロック,自由民主党,2,細田 健一,ほそだ けんいち,細田,健一,ほそだ,けんいち,53,公明,前,2,新潟2区,0,1,83.536
北陸信越ブロック,自由民主党,2,斎藤 洋明,さいとう ひろあき,斎藤,洋明,さいとう,ひろあき,40,公明,前,2,新潟3区,0,1,99.947
北陸信越ブロック,自由民主党,2,金子 恵美,かねこ めぐみ,金子,恵美,かねこ,めぐみ,39,公明,前,2,新潟4区,0,0,77.73
北陸信越ブロック,自由民主党,2,泉田 裕彦,いずみだ ひろひこ,泉田,裕彦,いずみだ,ひろひこ,55,公明,新,0,新潟5区,1,0,NA
北陸信越ブロック,自由民主党,2,高鳥 修一,たかとり しゅういち,高鳥,修一,たかとり,しゅういち,57,公明,前,3,新潟6区,1,0,NA
北陸信越ブロック,自由民主党,2,田畑 裕明,たばた ひろあき,田畑,裕明,たばた,ひろあき,44,公明,前,2,富山1区,1,0,NA
北陸信越ブロック,自由民主党,2,宮腰 光寛,みやこし みつひろ,宮腰,光寛,みやこし,みつひろ,66,公明,前,7,富山2区,1,0,NA
北陸信越ブロック,自由民主党,2,橘 慶一郎,たちばな けいいちろう,橘,慶一郎,たちばな,けいいちろう,56,公明,前,3,富山3区,1,0,NA
北陸信越ブロック,自由民主党,2,馳 浩,はせ ひろし,馳,浩,はせ,ひろし,56,公明,前,6,石川1区,1,0,NA
北陸信越ブロック,自由民主党,2,佐々木 紀,ささき はじめ,佐々木,紀,ささき,はじめ,43,公明,前,2,石川2区,1,0,NA
北陸信越ブロック,自由民主党,2,西田 昭二,にしだ しょうじ,西田,昭二,にしだ,しょうじ,48,公明,新,0,石川3区,1,0,NA
北陸信越ブロック,自由民主党,2,稲田 朋美,いなだ ともみ,稲田,朋美,いなだ,ともみ,58,公明,前,4,福井1区,1,0,NA
北陸信越ブロック,自由民主党,2,高木 毅,たかぎ つよし,高木,毅,たかぎ,つよし,61,公明,前,6,福井2区,1,0,NA
北陸信越ブロック,自由民主党,2,小松 裕,こまつ ゆたか,小松,裕,こまつ,ゆたか,55,公明,前,2,長野1区,0,0,64.799
北陸信越ブロック,自由民主党,2,務台 俊介,むたい しゅんすけ,務台,俊介,むたい,しゅんすけ,61,公明,前,2,長野2区,0,1,85.789
北陸信越ブロック,自由民主党,2,木内 均,きうち ひとし,木内,均,きうち,ひとし,53,公明,前,2,長野3区,0,0,58.586
北陸信越ブロック,自由民主党,2,後藤 茂之,ごとう しげゆき,後藤,茂之,ごとう,しげゆき,61,公明,前,5,長野4区,1,0,NA
北陸信越ブロック,自由民主党,2,宮下 一郎,みやした いちろう,宮下,一郎,みやした,いちろう,59,公明,前,4,長野5区,1,0,NA
北陸信越ブロック,自由民主党,21,若林 健太,わかばやし けんた,若林,健太,わかばやし,けんた,53,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,自由民主党,22,中原 八一,なかはら やいち,中原,八一,なかはら,やいち,58,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,自由民主党,23,助田 重義,すけだ しげよし,助田,重義,すけだ,しげよし,57,NA,前,2,比例単独,0,0,NA
北陸信越ブロック,自由民主党,24,栗原 洋志,くりはら ようじ,栗原,洋志,くりはら,ようじ,47,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,自由民主党,25,小林 靖,こばやし やすし,小林,靖,こばやし,やすし,57,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,希望の党,1,柴田 巧,しばた たくみ,柴田,巧,しばた,たくみ,56,NA,新,0,富山3区,0,0,44.08
北陸信越ブロック,希望の党,1,田中 美絵子,たなか みえこ,田中,美絵子,たなか,みえこ,41,NA,元,1,石川1区,0,0,54.865
北陸信越ブロック,希望の党,1,柴田 未来,しばた みき,柴田,未来,しばた,みき,46,NA,新,0,石川2区,0,0,49.116
北陸信越ブロック,希望の党,1,近藤 和也,こんどう かずや,近藤,和也,こんどう,かずや,43,NA,元,1,石川3区,0,1,97.376
北陸信越ブロック,希望の党,1,鈴木 宏治,すずき こうじ,鈴木,宏治,すずき,こうじ,43,NA,新,0,福井1区,0,0,54.788
北陸信越ブロック,希望の党,1,斉木 武志,さいき たけし,斉木,武志,さいき,たけし,43,NA,元,1,福井2区,0,1,68.653
北陸信越ブロック,希望の党,1,下条 みつ,しもじょう みつ,下条,みつ,しもじょう,みつ,61,NA,元,3,長野2区,1,0,NA
北陸信越ブロック,希望の党,1,井出 庸生,いで ようせい,井出,庸生,いで,ようせい,39,NA,前,2,長野3区,1,0,NA
北陸信越ブロック,希望の党,1,寺島 義幸,てらしま よしゆき,寺島,義幸,てらしま,よしゆき,64,NA,元,1,長野4区,0,0,59.503
北陸信越ブロック,希望の党,1,中嶋 康介,なかじま こうすけ,中嶋,康介,なかじま,こうすけ,40,NA,新,0,長野5区,0,0,47.437
北陸信越ブロック,希望の党,11,宮沢 隆仁,みやざわ たかひと,宮沢,隆仁,みやざわ,たかひと,62,NA,元,1,比例単独,0,0,NA
北陸信越ブロック,希望の党,12,吉田 治,よしだ おさむ,吉田,治,よしだ,おさむ,55,NA,元,4,比例単独,0,0,NA
北陸信越ブロック,希望の党,13,三枝 英彦,さえぐさ ひでひこ,三枝,英彦,さえぐさ,ひでひこ,50,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,日本共産党,1,藤野 保史,ふじの やすふみ,藤野,保史,ふじの,やすふみ,47,NA,前,1,比例単独,0,1,NA
北陸信越ブロック,日本共産党,2,西沢 博,にしざわ ひろし,西沢,博,にしざわ,ひろし,37,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,日本共産党,3,長瀬 由希子,ながせ ゆきこ,長瀬,由希子,ながせ,ゆきこ,49,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,日本共産党,4,坂本 洋史,さかもと ひろし,坂本,洋史,さかもと,ひろし,47,NA,新,0,富山3区,0,0,12.482
北陸信越ブロック,日本共産党,5,伊藤 誠,いとう まこと,伊藤,誠,いとう,まこと,43,NA,新,0,比例単独,0,0,NA
北陸信越ブロック,立憲民主党,1,西村 智奈美,にしむら ちなみ,西村,智奈美,にしむら,ちなみ,50,共産 / 社民,前,4,新潟1区,1,0,NA
北陸信越ブロック,立憲民主党,2,松平 浩一,まつだいら こういち,松平,浩一,まつだいら,こういち,43,NA,新,0,比例単独,0,1,NA
北陸信越ブロック,立憲民主党,3,山本 和嘉子,やまもと わかこ,山本,和嘉子,やまもと,わかこ,49,NA,新,0,比例単独,0,1,NA
東海ブロック,立憲民主党,1,青山 雅幸,あおやま まさゆき,青山,雅幸,あおやま,まさゆき,55,社民,新,0,静岡1区,0,1,39.928
東海ブロック,立憲民主党,1,日吉 雄太,ひよし ゆうた,日吉,雄太,ひよし,ゆうた,49,NA,新,0,静岡7区,0,1,20.378
東海ブロック,立憲民主党,1,吉田 統彦,よしだ つねひこ,吉田,統彦,よしだ,つねひこ,42,NA,元,1,愛知1区,0,1,77.767
東海ブロック,立憲民主党,1,近藤 昭一,こんどう しょういち,近藤,昭一,こんどう,しょういち,59,NA,前,7,愛知3区,1,0,NA
東海ブロック,立憲民主党,1,赤松 広隆,あかまつ ひろたか,赤松,広隆,あかまつ,ひろたか,69,NA,前,9,愛知5区,1,0,NA
東海ブロック,立憲民主党,6,松田 功,まつだ いさお,松田,功,まつだ,いさお,49,NA,新,0,比例単独,0,1,NA
東海ブロック,日本共産党,1,本村 伸子,もとむら のぶこ,本村,伸子,もとむら,のぶこ,45,NA,前,1,比例単独,0,1,NA
東海ブロック,日本共産党,2,島津 幸広,しまづ ゆきひろ,島津,幸広,しまづ,ゆきひろ,61,NA,前,1,比例単独,0,0,NA
東海ブロック,日本共産党,3,中野 武史,なかの たけし,中野,武史,なかの,たけし,43,NA,新,0,比例単独,0,0,NA
東海ブロック,日本共産党,4,大野 宙光,おおの ひろみつ,大野,宙光,おおの,ひろみつ,54,NA,新,0,比例単独,0,0,NA
東海ブロック,日本共産党,5,山越 徹,やまこし とおる,山越,徹,やまこし,とおる,47,NA,新,0,比例単独,0,0,NA
東海ブロック,幸福実現党,1,森国 英和,もりくに ひでかず,森国,英和,もりくに,ひでかず,27,NA,新,0,比例単独,0,0,NA
東海ブロック,幸福実現党,2,中根 裕美,なかね ひろみ,中根,裕美,なかね,ひろみ,43,NA,新,0,比例単独,0,0,NA
東海ブロック,幸福実現党,3,加納 有輝彦,かのう ゆきひこ,加納,有輝彦,かのう,ゆきひこ,57,NA,新,0,比例単独,0,0,NA
東海ブロック,幸福実現党,4,江頭 俊満,えがしら としみつ,江頭,俊満,えがしら,としみつ,54,NA,新,0,比例単独,0,0,NA
東海ブロック,幸福実現党,5,加藤 龍義,かとう たつよし,加藤,龍義,かとう,たつよし,65,NA,新,0,比例単独,0,0,NA
東海ブロック,希望の党,1,阪口 直人,さかぐち なおと,阪口,直人,さかぐち,なおと,54,NA,元,2,岐阜3区,0,0,53.731
東海ブロック,希望の党,1,今井 雅人,いまい まさと,今井,雅人,いまい,まさと,55,NA,前,3,岐阜4区,0,1,85.947
東海ブロック,希望の党,1,阿知波 吉信,あちは よしのぶ,阿知波,吉信,あちは,よしのぶ,54,NA,元,1,岐阜5区,0,0,62.946
東海ブロック,希望の党,1,小池 政就,こいけ まさなり,小池,政就,こいけ,まさなり,43,NA,元,1,静岡1区,0,0,58.12
東海ブロック,希望の党,1,松尾 勉,まつお つとむ,松尾,勉,まつお,つとむ,33,NA,新,0,静岡2区,0,0,57.903
東海ブロック,希望の党,1,鈴木 望,すずき のぞむ,鈴木,望,すずき,のぞむ,68,NA,元,1,静岡3区,0,0,41.353
東海ブロック,希望の党,1,田中 健,たなか けん,田中,健,たなか,けん,40,NA,新,0,静岡4区,0,0,59.828
東海ブロック,希望の党,1,渡辺 周,わたなべ しゅう,渡辺,周,わたなべ,しゅう,55,NA,前,7,静岡6区,1,0,NA
東海ブロック,希望の党,1,福村 隆,ふくむら たかし,福村,隆,ふくむら,たかし,54,NA,新,0,静岡7区,0,0,23.099
東海ブロック,希望の党,1,源馬 謙太郎,げんま けんたろう,源馬,謙太郎,げんま,けんたろう,44,NA,新,0,静岡8区,0,1,77.091
東海ブロック,希望の党,1,佐藤 夕子,さとう ゆうこ,佐藤,夕子,さとう,ゆうこ,54,NA,元,1,愛知1区,0,0,65.456
東海ブロック,希望の党,1,古川 元久,ふるかわ もとひさ,古川,元久,ふるかわ,もとひさ,51,NA,前,7,愛知2区,1,0,NA
東海ブロック,希望の党,1,余語 冴耶香,よご さやか,余語,冴耶香,よご,さやか,39,NA,新,0,愛知3区,0,0,36.118
東海ブロック,希望の党,1,牧 義夫,まき よしお,牧,義夫,まき,よしお,59,NA,前,5,愛知4区,0,1,82.681
東海ブロック,希望の党,1,野々部 尚昭,ののべ なおあき,野々部,尚昭,ののべ,なおあき,47,NA,新,0,愛知5区,0,0,35.33
東海ブロック,希望の党,1,森本 和義,もりもと かずよし,森本,和義,もりもと,かずよし,51,NA,元,1,愛知6区,0,0,65.337
東海ブロック,希望の党,1,岡本 充功,おかもと みつのり,岡本,充功,おかもと,みつのり,46,NA,前,4,愛知9区,0,1,86.103
東海ブロック,希望の党,1,安井 美沙子,やすい みさこ,安井,美沙子,やすい,みさこ,52,NA,新,0,愛知10区,0,0,75.489
東海ブロック,希望の党,1,古本 伸一郎,ふるもと しんいちろう,古本,伸一郎,ふるもと,しんいちろう,52,NA,前,5,愛知11区,1,0,NA
東海ブロック,希望の党,1,大西 健介,おおにし けんすけ,大西,健介,おおにし,けんすけ,46,NA,前,3,愛知13区,1,0,NA
東海ブロック,希望の党,1,田中 克典,たなか かつのり,田中,克典,たなか,かつのり,43,NA,新,0,愛知14区,0,0,63.295
東海ブロック,希望の党,1,関 健一郎,せき けんいちろう,関,健一郎,せき,けんいちろう,39,NA,新,0,愛知15区,0,1,80.805
東海ブロック,希望の党,1,藤田 大助,ふじた だいすけ,藤田,大助,ふじた,だいすけ,41,NA,元,1,三重4区,0,0,69.257
東海ブロック,希望の党,24,中根 康浩,なかね やすひろ,中根,康浩,なかね,やすひろ,55,NA,前,4,比例単独,0,0,NA
東海ブロック,希望の党,25,中瀬 博之,なかせ ひろゆき,中瀬,博之,なかせ,ひろゆき,52,NA,新,0,比例単独,0,0,NA
東海ブロック,社会民主党,1,平山 良平,ひらやま りょうへい,平山,良平,ひらやま,りょうへい,69,NA,新,0,愛知6区,0,0,11.109
東海ブロック,自由民主党,1,野田 聖子,のだ せいこ,野田,聖子,のだ,せいこ,57,公明,前,8,岐阜1区,1,0,NA
東海ブロック,自由民主党,1,棚橋 泰文,たなはし やすふみ,棚橋,泰文,たなはし,やすふみ,54,公明,前,7,岐阜2区,1,0,NA
東海ブロック,自由民主党,1,武藤 容治,むとう ようじ,武藤,容治,むとう,ようじ,62,公明,前,3,岐阜3区,1,0,NA
東海ブロック,自由民主党,1,金子 俊平,かねこ しゅんぺい,金子,俊平,かねこ,しゅんぺい,39,公明,新,0,岐阜4区,1,0,NA
東海ブロック,自由民主党,1,古屋 圭司,ふるや けいじ,古屋,圭司,ふるや,けいじ,64,公明,前,9,岐阜5区,1,0,NA
東海ブロック,自由民主党,1,上川 陽子,かみかわ ようこ,上川,陽子,かみかわ,ようこ,64,公明,前,5,静岡1区,1,0,NA
東海ブロック,自由民主党,1,井林 辰憲,いばやし たつのり,井林,辰憲,いばやし,たつのり,41,公明,前,2,静岡2区,1,0,NA
東海ブロック,自由民主党,1,宮沢 博行,みやざわ ひろゆき,宮沢,博行,みやざわ,ひろゆき,42,公明,前,2,静岡3区,1,0,NA
東海ブロック,自由民主党,1,望月 義夫,もちづき よしお,望月,義夫,もちづき,よしお,70,公明,前,7,静岡4区,1,0,NA
東海ブロック,自由民主党,1,吉川 赳,よしかわ たける,吉川,赳,よしかわ,たける,35,公明,元,1,静岡5区,0,0,67.237
東海ブロック,自由民主党,1,勝俣 孝明,かつまた たかあき,勝俣,孝明,かつまた,たかあき,41,公明,前,2,静岡6区,0,1,99.419
東海ブロック,自由民主党,1,城内 実,きうち みのる,城内,実,きうち,みのる,52,公明,前,4,静岡7区,1,0,NA
東海ブロック,自由民主党,1,塩谷 立,しおのや りゅう,塩谷,立,しおのや,りゅう,67,公明,前,8,静岡8区,1,0,NA
東海ブロック,自由民主党,1,熊田 裕通,くまだ ひろみち,熊田,裕通,くまだ,ひろみち,53,公明,前,2,愛知1区,1,0,NA
東海ブロック,自由民主党,1,田畑 毅,たばた つよし,田畑,毅,たばた,つよし,45,公明,前,2,愛知2区,0,0,71.945
東海ブロック,自由民主党,1,池田 佳隆,いけだ よしたか,池田,佳隆,いけだ,よしたか,51,公明,前,2,愛知3区,0,1,77.306
東海ブロック,自由民主党,1,工藤 彰三,くどう しょうぞう,工藤,彰三,くどう,しょうぞう,52,公明,前,2,愛知4区,1,0,NA
東海ブロック,自由民主党,1,神田 憲次,かんだ けんじ,神田,憲次,かんだ,けんじ,54,公明,前,2,愛知5区,0,1,79.765
東海ブロック,自由民主党,1,丹羽 秀樹,にわ ひでき,丹羽,秀樹,にわ,ひでき,44,公明,前,4,愛知6区,1,0,NA
東海ブロック,自由民主党,1,鈴木 淳司,すずき じゅんじ,鈴木,淳司,すずき,じゅんじ,59,公明,前,4,愛知7区,0,1,99.349
東海ブロック,自由民主党,1,伊藤 忠彦,いとう ただひこ,伊藤,忠彦,いとう,ただひこ,53,公明,前,3,愛知8区,1,0,NA
東海ブロック,自由民主党,1,長坂 康正,ながさか やすまさ,長坂,康正,ながさか,やすまさ,60,公明,前,2,愛知9区,1,0,NA
東海ブロック,自由民主党,1,八木 哲也,やぎ てつや,八木,哲也,やぎ,てつや,70,公明,前,2,愛知11区,0,1,71.996
東海ブロック,自由民主党,1,青山 周平,あおやま しゅうへい,青山,周平,あおやま,しゅうへい,40,公明,前,2,愛知12区,0,0,NA
東海ブロック,自由民主党,1,大見 正,おおみ せい,大見,正,おおみ,せい,59,NA,前,2,愛知13区,0,1,94.084
東海ブロック,自由民主党,1,今枝 宗一郎,いまえだ そういちろう,今枝,宗一郎,いまえだ,そういちろう,33,公明,前,2,愛知14区,1,0,NA
東海ブロック,自由民主党,1,根本 幸典,ねもと ゆきのり,根本,幸典,ねもと,ゆきのり,52,公明,前,2,愛知15区,1,0,NA
東海ブロック,自由民主党,1,田村 憲久,たむら のりひさ,田村,憲久,たむら,のりひさ,52,公明,前,7,三重1区,1,0,NA
東海ブロック,自由民主党,1,川崎 二郎,かわさき じろう,川崎,二郎,かわさき,じろう,69,公明,前,11,三重2区,0,1,85.522
東海ブロック,自由民主党,1,島田 佳和,しまだ よしかず,島田,佳和,しまだ,よしかず,47,公明,前,2,三重3区,0,0,43.058
東海ブロック,自由民主党,31,嶋田 幸司,しまだ こうじ,嶋田,幸司,しまだ,こうじ,43,NA,新,0,比例単独,0,0,NA
東海ブロック,自由民主党,32,今村 洋史,いまむら ひろふみ,今村,洋史,いまむら,ひろふみ,55,NA,元,1,比例単独,0,0,NA
東海ブロック,自由民主党,33,藤井 孝男,ふじい たかお,藤井,孝男,ふじい,たかお,74,NA,元,5,比例単独,0,0,NA
東海ブロック,自由民主党,34,川田 隆,かわた たかし,川田,隆,かわた,たかし,60,NA,元,1,比例単独,0,0,NA
東海ブロック,自由民主党,35,西田 和伸,にしだ かずのぶ,西田,和伸,にしだ,かずのぶ,43,NA,新,0,比例単独,0,0,NA
東海ブロック,公明党,1,大口 善徳,おおぐち よしのり,大口,善徳,おおぐち,よしのり,62,NA,前,7,比例単独,0,1,NA
東海ブロック,公明党,2,伊藤 渉,いとう わたる,伊藤,渉,いとう,わたる,47,NA,前,3,比例単独,0,1,NA
東海ブロック,公明党,3,中川 康洋,なかがわ やすひろ,中川,康洋,なかがわ,やすひろ,49,NA,前,1,比例単独,0,0,NA
東海ブロック,公明党,4,井筒 伸幸,いづつ のぶゆき,井筒,伸幸,いづつ,のぶゆき,40,NA,新,0,比例単独,0,0,NA
東海ブロック,公明党,5,越野 優一,こしの ゆういち,越野,優一,こしの,ゆういち,38,NA,新,0,比例単独,0,0,NA
東海ブロック,日本維新の会,1,杉本 和巳,すぎもと かずみ,杉本,和巳,すぎもと,かずみ,57,NA,元,2,愛知10区,0,1,50.195
東海ブロック,日本維新の会,2,喜多 義典,きた よしのり,喜多,義典,きた,よしのり,50,NA,新,0,比例単独,0,0,NA
近畿ブロック,公明党,1,竹内 譲,たけうち ゆずる,竹内,譲,たけうち,ゆずる,59,NA,前,4,比例単独,0,1,NA
近畿ブロック,公明党,2,浮島 智子,うきしま ともこ,浮島,智子,うきしま,ともこ,54,NA,前,2,比例単独,0,1,NA
近畿ブロック,公明党,3,浜村 進,はまむら すすむ,浜村,進,はまむら,すすむ,42,NA,前,2,比例単独,0,1,NA
近畿ブロック,公明党,4,鰐淵 洋子,わにぶち ようこ,鰐淵,洋子,わにぶち,ようこ,45,NA,新,0,比例単独,0,1,NA
近畿ブロック,公明党,5,田丸 義高,たまる よしたか,田丸,義高,たまる,よしたか,58,NA,新,0,比例単独,0,0,NA
近畿ブロック,公明党,6,鷲岡 秀明,わしおか ひであき,鷲岡,秀明,わしおか,ひであき,52,NA,新,0,比例単独,0,0,NA
近畿ブロック,公明党,7,高橋 雅也,たかはし まさや,高橋,雅也,たかはし,まさや,60,NA,新,0,比例単独,0,0,NA
近畿ブロック,公明党,8,田中 博之,たなか ひろゆき,田中,博之,たなか,ひろゆき,59,NA,新,0,比例単独,0,0,NA
近畿ブロック,社会民主党,1,服部 良一,はっとり りょういち,服部,良一,はっとり,りょういち,67,立憲,元,1,大阪9区,0,0,47.701
近畿ブロック,社会民主党,1,小坂 淑子,こさか よしこ,小坂,淑子,こさか,よしこ,77,NA,新,0,滋賀1区,0,0,15.863
近畿ブロック,自由民主党,1,奥野 信亮,おくの しんすけ,奥野,信亮,おくの,しんすけ,73,NA,前,4,比例単独,0,1,NA
近畿ブロック,自由民主党,2,大岡 敏孝,おおおか としたか,大岡,敏孝,おおおか,としたか,45,公明,前,2,滋賀1区,1,0,NA
近畿ブロック,自由民主党,2,上野 賢一郎,うえの けんいちろう,上野,賢一郎,うえの,けんいちろう,52,公明,前,3,滋賀2区,1,0,NA
近畿ブロック,自由民主党,2,武村 展英,たけむら のぶひで,武村,展英,たけむら,のぶひで,45,公明,前,2,滋賀3区,1,0,NA
近畿ブロック,自由民主党,2,小寺 裕雄,こてら ひろお,小寺,裕雄,こてら,ひろお,57,公明,新,0,滋賀4区,1,0,NA
近畿ブロック,自由民主党,2,繁本 護,しげもと まもる,繁本,護,しげもと,まもる,44,公明,新,0,京都2区,0,1,61.6
近畿ブロック,自由民主党,2,木村 弥生,きむら やよい,木村,弥生,きむら,やよい,52,公明,前,1,京都3区,0,1,89.717
近畿ブロック,自由民主党,2,田中 英之,たなか ひでゆき,田中,英之,たなか,ひでゆき,47,公明,前,2,京都4区,1,0,NA
近畿ブロック,自由民主党,2,本田 太郎,ほんだ たろう,本田,太郎,ほんだ,たろう,43,公明,新,0,京都5区,1,0,NA
近畿ブロック,自由民主党,2,安藤 裕,あんどう ひろし,安藤,裕,あんどう,ひろし,52,公明,前,2,京都6区,1,0,NA
近畿ブロック,自由民主党,2,大西 宏幸,おおにし ひろゆき,大西,宏幸,おおにし,ひろゆき,50,公明,前,1,大阪1区,1,0,NA
近畿ブロック,自由民主党,2,左藤 章,さとう あきら,左藤,章,さとう,あきら,66,公明,前,4,大阪2区,1,0,NA
近畿ブロック,自由民主党,2,中山 泰秀,なかやま やすひで,中山,泰秀,なかやま,やすひで,47,公明,前,4,大阪4区,1,0,NA
近畿ブロック,自由民主党,2,渡嘉敷 奈緒美,とかしき なおみ,渡嘉敷,奈緒美,とかしき,なおみ,55,公明,前,3,大阪7区,1,0,NA
近畿ブロック,自由民主党,2,大塚 高司,おおつか たかし,大塚,高司,おおつか,たかし,53,公明,前,3,大阪8区,1,0,NA
近畿ブロック,自由民主党,2,原田 憲治,はらだ けんじ,原田,憲治,はらだ,けんじ,69,公明,前,3,大阪9区,1,0,NA
近畿ブロック,自由民主党,2,大隈 和英,おおくま かずひで,大隈,和英,おおくま,かずひで,48,公明,前,1,大阪10区,0,1,74.527
近畿ブロック,自由民主党,2,佐藤 ゆかり,さとう ゆかり,佐藤,ゆかり,さとう,ゆかり,56,公明,前,2,大阪11区,0,1,91.098
近畿ブロック,自由民主党,2,北川 知克,きたがわ ともかつ,北川,知克,きたがわ,ともかつ,65,NA,前,5,大阪12区,1,0,NA
近畿ブロック,自由民主党,2,宗清 皇一,むねきよ こういち,宗清,皇一,むねきよ,こういち,47,公明,前,1,大阪13区,1,0,NA
近畿ブロック,自由民主党,2,長尾 敬,ながお たかし,長尾,敬,ながお,たかし,54,NA,前,2,大阪14区,1,0,NA
